Bid_No,Units,Unit_Price,Total_Price,Win,MSRP,Unit_Cost
1522,12,"$16,827","$201,926",1,"$25,000",15000
1523,14,"$21,140","$295,955",0,"$25,000",15000
1524,22,"$15,502","$341,037",1,"$25,000",15000
1525,23,"$19,301","$443,930",1,"$25,000",15000
1526,12,"$18,577","$222,920",0,"$25,000",15000
1527,32,"$16,877","$540,063",0,"$25,000",15000
1528,20,"$16,861","$337,229",1,"$25,000",15000
1529,22,"$17,440","$383,680",1,"$25,000",15000
1530,24,"$16,797","$403,134",1,"$25,000",15000
1531,24,"$18,741","$449,781",0,"$25,000",15000
1532,12,"$17,282","$207,382",1,"$25,000",15000
1533,10,"$21,113","$211,130",0,"$25,000",15000
1534,17,"$21,916","$372,573",0,"$25,000",15000
1535,23,"$17,156","$394,590",1,"$25,000",15000
1536,14,"$20,310","$284,345",0,"$25,000",15000
1537,35,"$16,558","$579,543",1,"$25,000",15000
1538,10,"$20,731","$207,312",0,"$25,000",15000
1539,12,"$16,710","$200,519",0,"$25,000",15000
1540,13,"$16,832","$218,812",0,"$25,000",15000
1541,10,"$20,142","$201,417",0,"$25,000",15000
1542,26,"$20,423","$530,993",0,"$25,000",15000
1543,47,"$16,973","$797,741",1,"$25,000",15000
1544,11,"$21,814","$239,951",0,"$25,000",15000
1545,10,"$16,797","$167,974",1,"$25,000",15000
1546,27,"$17,794","$480,433",1,"$25,000",15000
1547,13,"$19,104","$248,347",0,"$25,000",15000
1548,12,"$21,115","$253,375",0,"$25,000",15000
1549,26,"$16,385","$426,011",1,"$25,000",15000
1550,16,"$22,172","$354,756",0,"$25,000",15000
1551,11,"$19,750","$217,252",0,"$25,000",15000
1552,15,"$16,582","$248,732",0,"$25,000",15000
1553,10,"$20,479","$204,794",1,"$25,000",15000
1554,21,"$18,357","$385,498",1,"$25,000",15000
1555,25,"$21,174","$529,353",0,"$25,000",15000
1556,24,"$16,435","$394,430",1,"$25,000",15000
1557,10,"$19,998","$199,983",0,"$25,000",15000
1558,14,"$22,323","$312,520",0,"$25,000",15000
1559,13,"$21,098","$274,271",0,"$25,000",15000
1560,20,"$19,842","$396,834",0,"$25,000",15000
1561,29,"$21,133","$612,854",0,"$25,000",15000
1562,26,"$16,870","$438,618",0,"$25,000",15000
1563,14,"$15,236","$213,304",1,"$25,000",15000
1564,37,"$16,884","$624,700",1,"$25,000",15000
1565,20,"$17,478","$349,569",0,"$25,000",15000
1566,33,"$16,892","$557,423",1,"$25,000",15000
1567,14,"$20,017","$280,241",0,"$25,000",15000
1568,14,"$16,074","$225,040",1,"$25,000",15000
1569,13,"$20,643","$268,356",0,"$25,000",15000
1570,33,"$20,751","$684,797",0,"$25,000",15000
1571,10,"$20,942","$209,420",0,"$25,000",15000
1572,36,"$19,186","$690,711",0,"$25,000",15000
1573,29,"$15,227","$441,590",1,"$25,000",15000
1574,17,"$19,929","$338,797",0,"$25,000",15000
1575,20,"$15,548","$310,957",1,"$25,000",15000
1576,20,"$20,809","$416,173",0,"$25,000",15000
1577,18,"$21,743","$391,367",0,"$25,000",15000
1578,20,"$19,616","$392,311",0,"$25,000",15000
1579,15,"$20,076","$301,141",1,"$25,000",15000
1580,27,"$19,348","$522,402",1,"$25,000",15000
1581,16,"$19,355","$309,686",0,"$25,000",15000
1582,28,"$16,167","$452,667",1,"$25,000",15000
1583,40,"$20,739","$829,570",0,"$25,000",15000
1584,21,"$18,391","$386,202",1,"$25,000",15000
1585,20,"$15,291","$305,821",1,"$25,000",15000
1586,19,"$22,174","$421,303",0,"$25,000",15000
1587,14,"$17,480","$244,721",0,"$25,000",15000
1588,19,"$18,278","$347,283",1,"$25,000",15000
1589,29,"$18,611","$539,710",0,"$25,000",15000
1590,10,"$19,982","$199,817",0,"$25,000",15000
1591,12,"$18,084","$217,012",1,"$25,000",15000
1592,10,"$19,976","$199,757",0,"$25,000",15000
1593,21,"$20,964","$440,249",0,"$25,000",15000
1594,19,"$17,562","$333,684",0,"$25,000",15000
1595,27,"$21,268","$574,234",1,"$25,000",15000
1596,12,"$16,464","$197,564",1,"$25,000",15000
1597,15,"$20,252","$303,780",0,"$25,000",15000
1598,26,"$19,677","$511,595",0,"$25,000",15000
1599,15,"$18,154","$272,315",1,"$25,000",15000
1600,11,"$21,762","$239,377",0,"$25,000",15000
1601,18,"$20,884","$375,904",0,"$25,000",15000
1602,15,"$17,056","$255,833",1,"$25,000",15000
1603,14,"$20,695","$289,726",0,"$25,000",15000
1604,17,"$16,333","$277,667",0,"$25,000",15000
1605,40,"$19,388","$775,502",0,"$25,000",15000
1606,15,"$17,241","$258,615",1,"$25,000",15000
1607,16,"$15,784","$252,547",1,"$25,000",15000
1608,34,"$18,447","$627,213",1,"$25,000",15000
1609,11,"$16,025","$176,273",1,"$25,000",15000
1610,16,"$18,881","$302,095",0,"$25,000",15000
1611,19,"$15,301","$290,710",1,"$25,000",15000
1612,19,"$21,605","$410,488",0,"$25,000",15000
1613,14,"$21,571","$301,988",0,"$25,000",15000
1614,31,"$21,259","$659,019",0,"$25,000",15000
1615,12,"$17,020","$204,245",1,"$25,000",15000
1616,10,"$20,992","$209,925",0,"$25,000",15000
1617,17,"$15,908","$270,438",0,"$25,000",15000
1618,34,"$15,869","$539,536",0,"$25,000",15000
1619,32,"$17,422","$557,518",1,"$25,000",15000
1620,11,"$19,257","$211,831",0,"$25,000",15000
1621,18,"$18,575","$334,345",0,"$25,000",15000
1622,16,"$15,962","$255,391",1,"$25,000",15000
1623,15,"$15,934","$239,013",1,"$25,000",15000
1624,20,"$18,823","$376,469",0,"$25,000",15000
1625,15,"$16,661","$249,914",0,"$25,000",15000
1626,36,"$16,245","$584,830",1,"$25,000",15000
1627,20,"$20,831","$416,621",0,"$25,000",15000
1628,13,"$17,704","$230,148",1,"$25,000",15000
1629,40,"$20,958","$838,336",0,"$25,000",15000
1630,11,"$17,623","$193,854",1,"$25,000",15000
1631,22,"$15,786","$347,290",1,"$25,000",15000
1632,20,"$15,138","$302,765",1,"$25,000",15000
1633,25,"$17,107","$427,678",0,"$25,000",15000
1634,10,"$16,531","$165,306",1,"$25,000",15000
1635,23,"$15,226","$350,209",1,"$25,000",15000
1636,14,"$17,453","$244,349",1,"$25,000",15000
1637,13,"$18,518","$240,740",0,"$25,000",15000
1638,10,"$20,386","$203,859",0,"$25,000",15000
1639,14,"$20,819","$291,469",0,"$25,000",15000
1640,17,"$19,811","$336,782",0,"$25,000",15000
1641,13,"$17,268","$224,484",1,"$25,000",15000
1642,30,"$20,661","$619,838",0,"$25,000",15000
1643,16,"$18,833","$301,335",1,"$25,000",15000
1644,19,"$16,324","$310,162",0,"$25,000",15000
1645,17,"$21,846","$371,384",0,"$25,000",15000
1646,30,"$17,975","$539,263",1,"$25,000",15000
1647,23,"$16,328","$375,555",1,"$25,000",15000
1648,14,"$18,357","$257,004",0,"$25,000",15000
1649,16,"$17,663","$282,604",1,"$25,000",15000
1650,34,"$20,893","$710,367",0,"$25,000",15000
1651,40,"$20,623","$824,916",0,"$25,000",15000
1652,14,"$19,419","$271,871",1,"$25,000",15000
1653,31,"$18,557","$575,266",0,"$25,000",15000
1654,14,"$20,946","$293,244",0,"$25,000",15000
1655,15,"$22,187","$332,805",0,"$25,000",15000
1656,12,"$17,764","$213,167",1,"$25,000",15000
1657,19,"$20,640","$392,152",1,"$25,000",15000
1658,23,"$22,162","$509,717",0,"$25,000",15000
1659,32,"$21,052","$673,672",0,"$25,000",15000
1660,22,"$19,249","$423,485",1,"$25,000",15000
1661,32,"$18,782","$601,028",0,"$25,000",15000
1662,11,"$20,689","$227,584",0,"$25,000",15000
1663,17,"$18,386","$312,569",0,"$25,000",15000
1664,12,"$16,076","$192,907",1,"$25,000",15000
1665,34,"$15,532","$528,105",1,"$25,000",15000
1666,12,"$16,109","$193,308",1,"$25,000",15000
1667,13,"$19,574","$254,465",1,"$25,000",15000
1668,26,"$19,387","$504,067",0,"$25,000",15000
1669,15,"$20,408","$306,116",0,"$25,000",15000
1670,10,"$21,867","$218,665",0,"$25,000",15000
1671,12,"$20,075","$240,898",1,"$25,000",15000
1672,31,"$22,168","$687,202",0,"$25,000",15000
1673,22,"$16,390","$360,574",0,"$25,000",15000
1674,13,"$18,266","$237,454",0,"$25,000",15000
1675,12,"$18,283","$219,390",1,"$25,000",15000
1676,12,"$17,037","$204,439",1,"$25,000",15000
1677,10,"$21,959","$219,587",0,"$25,000",15000
1678,35,"$21,890","$766,147",0,"$25,000",15000
1679,34,"$20,268","$689,124",0,"$25,000",15000
1680,19,"$18,968","$360,401",0,"$25,000",15000
1681,12,"$21,748","$260,973",0,"$25,000",15000
1682,12,"$18,449","$221,391",1,"$25,000",15000
1683,24,"$15,490","$371,755",1,"$25,000",15000
1684,18,"$18,986","$341,747",0,"$25,000",15000
1685,22,"$22,221","$488,857",0,"$25,000",15000
1686,11,"$18,580","$204,378",0,"$25,000",15000
1687,14,"$16,382","$229,344",0,"$25,000",15000
1688,44,"$17,813","$783,775",1,"$25,000",15000
1689,13,"$20,284","$263,691",0,"$25,000",15000
1690,26,"$17,106","$444,744",0,"$25,000",15000
1691,24,"$19,772","$474,533",1,"$25,000",15000
1692,28,"$18,115","$507,233",0,"$25,000",15000
1693,31,"$21,354","$661,968",0,"$25,000",15000
1694,27,"$19,478","$525,897",0,"$25,000",15000
1695,24,"$20,115","$482,751",0,"$25,000",15000
1696,22,"$21,454","$471,992",0,"$25,000",15000
1697,38,"$17,504","$665,142",0,"$25,000",15000
1698,51,"$19,495","$994,245",0,"$25,000",15000
1699,24,"$21,114","$506,732",0,"$25,000",15000
1700,17,"$18,086","$307,458",0,"$25,000",15000
1701,12,"$18,116","$217,391",1,"$25,000",15000
1702,13,"$19,961","$259,490",0,"$25,000",15000
1703,12,"$22,047","$264,558",0,"$25,000",15000
1704,22,"$18,546","$408,009",0,"$25,000",15000
1705,22,"$16,875","$371,253",0,"$25,000",15000
1706,30,"$18,020","$540,598",0,"$25,000",15000
1707,21,"$20,815","$437,109",0,"$25,000",15000
1708,15,"$17,196","$257,938",1,"$25,000",15000
1709,35,"$18,951","$663,284",1,"$25,000",15000
1710,14,"$19,038","$266,536",0,"$25,000",15000
1711,29,"$21,157","$613,550",0,"$25,000",15000
1712,28,"$18,551","$519,439",0,"$25,000",15000
1713,19,"$19,924","$378,548",1,"$25,000",15000
1714,11,"$18,907","$207,978",1,"$25,000",15000
1715,24,"$21,576","$517,828",0,"$25,000",15000
1716,12,"$18,130","$217,557",0,"$25,000",15000
1717,14,"$20,032","$280,453",0,"$25,000",15000
1718,12,"$19,597","$235,169",1,"$25,000",15000
1719,16,"$21,803","$348,856",0,"$25,000",15000
1720,37,"$20,229","$748,470",0,"$25,000",15000
1721,17,"$16,375","$278,378",1,"$25,000",15000
1722,28,"$19,865","$556,209",1,"$25,000",15000
1723,11,"$17,935","$197,284",0,"$25,000",15000
1724,23,"$15,848","$364,500",1,"$25,000",15000
1725,15,"$18,484","$277,253",1,"$25,000",15000
1726,15,"$21,092","$316,381",0,"$25,000",15000
1727,15,"$15,240","$228,600",1,"$25,000",15000
1728,32,"$21,105","$675,350",0,"$25,000",15000
1729,10,"$16,875","$168,746",0,"$25,000",15000
1730,12,"$15,792","$189,505",1,"$25,000",15000
1731,11,"$20,998","$230,980",0,"$25,000",15000
1732,14,"$18,986","$265,799",1,"$25,000",15000
1733,21,"$21,517","$451,855",0,"$25,000",15000
1734,12,"$18,714","$224,569",0,"$25,000",15000
1735,20,"$18,519","$370,373",0,"$25,000",15000
1736,16,"$20,789","$332,617",0,"$25,000",15000
1737,28,"$19,912","$557,550",0,"$25,000",15000
1738,11,"$18,371","$202,085",1,"$25,000",15000
1739,15,"$17,755","$266,319",1,"$25,000",15000
1740,33,"$18,003","$594,101",1,"$25,000",15000
1741,11,"$15,490","$170,385",1,"$25,000",15000
1742,22,"$15,794","$347,462",1,"$25,000",15000
1743,12,"$16,112","$193,343",1,"$25,000",15000
1744,23,"$20,893","$480,528",0,"$25,000",15000
1745,14,"$20,803","$291,237",0,"$25,000",15000
1746,11,"$17,144","$188,580",1,"$25,000",15000
1747,32,"$18,707","$598,636",0,"$25,000",15000
1748,13,"$21,848","$284,028",0,"$25,000",15000
1749,12,"$16,436","$197,236",1,"$25,000",15000
1750,12,"$16,419","$197,033",1,"$25,000",15000
1751,14,"$18,508","$259,110",0,"$25,000",15000
1752,28,"$22,242","$622,772",0,"$25,000",15000
1753,16,"$16,297","$260,746",1,"$25,000",15000
1754,12,"$21,819","$261,833",0,"$25,000",15000
1755,27,"$16,527","$446,233",1,"$25,000",15000
1756,18,"$19,909","$358,366",0,"$25,000",15000
1757,17,"$17,878","$303,922",0,"$25,000",15000
1758,12,"$20,209","$242,502",0,"$25,000",15000
1759,11,"$19,424","$213,669",0,"$25,000",15000
1760,24,"$20,320","$487,670",0,"$25,000",15000
1761,10,"$19,632","$196,321",0,"$25,000",15000
1762,10,"$17,054","$170,540",0,"$25,000",15000
1763,16,"$15,880","$254,085",1,"$25,000",15000
1764,39,"$22,111","$862,313",0,"$25,000",15000
1765,17,"$18,472","$314,030",1,"$25,000",15000
1766,15,"$18,916","$283,737",0,"$25,000",15000
1767,35,"$19,364","$677,750",0,"$25,000",15000
1768,11,"$21,647","$238,112",0,"$25,000",15000
1769,26,"$21,176","$550,580",0,"$25,000",15000
1770,26,"$22,358","$581,317",0,"$25,000",15000
1771,21,"$15,291","$321,118",1,"$25,000",15000
1772,24,"$18,558","$445,397",0,"$25,000",15000
1773,16,"$20,513","$328,216",0,"$25,000",15000
1774,13,"$19,149","$248,936",0,"$25,000",15000
1775,10,"$16,124","$161,239",1,"$25,000",15000
1776,17,"$22,001","$374,012",0,"$25,000",15000
1777,11,"$22,167","$243,842",0,"$25,000",15000
1778,39,"$20,796","$811,035",0,"$25,000",15000
1779,24,"$15,551","$373,228",1,"$25,000",15000
1780,19,"$17,289","$328,496",1,"$25,000",15000
1781,22,"$21,998","$483,956",0,"$25,000",15000
1782,31,"$15,305","$474,457",0,"$25,000",15000
1783,21,"$18,109","$380,284",1,"$25,000",15000
1784,20,"$22,191","$443,815",0,"$25,000",15000
1785,11,"$17,569","$193,258",1,"$25,000",15000
1786,13,"$15,533","$201,932",1,"$25,000",15000
1787,11,"$20,424","$224,669",0,"$25,000",15000
1788,19,"$21,800","$414,200",0,"$25,000",15000
1789,22,"$21,223","$466,912",0,"$25,000",15000
1790,10,"$21,444","$214,438",1,"$25,000",15000
1791,10,"$15,343","$153,433",0,"$25,000",15000
1792,24,"$15,426","$370,230",0,"$25,000",15000
1793,41,"$18,471","$757,303",0,"$25,000",15000
1794,37,"$20,703","$766,021",0,"$25,000",15000
1795,19,"$15,186","$288,527",1,"$25,000",15000
1796,12,"$22,150","$265,802",0,"$25,000",15000
1797,24,"$16,806","$403,347",0,"$25,000",15000
1798,11,"$19,704","$216,742",0,"$25,000",15000
1799,33,"$16,639","$549,093",0,"$25,000",15000
1800,21,"$15,752","$330,791",1,"$25,000",15000
1801,30,"$18,253","$547,602",0,"$25,000",15000
1802,14,"$16,810","$235,336",0,"$25,000",15000
1803,16,"$16,453","$263,254",1,"$25,000",15000
1804,23,"$18,157","$417,613",0,"$25,000",15000
1805,19,"$22,445","$426,460",0,"$25,000",15000
1806,10,"$22,222","$222,217",0,"$25,000",15000
1807,13,"$19,131","$248,701",0,"$25,000",15000
1808,11,"$21,891","$240,800",0,"$25,000",15000
1809,14,"$16,840","$235,755",0,"$25,000",15000
1810,13,"$21,438","$278,699",0,"$25,000",15000
1811,10,"$18,407","$184,073",1,"$25,000",15000
1812,30,"$18,209","$546,279",1,"$25,000",15000
1813,21,"$15,624","$328,111",1,"$25,000",15000
1814,10,"$15,903","$159,029",1,"$25,000",15000
1815,10,"$18,601","$186,007",0,"$25,000",15000
1816,15,"$16,073","$241,092",0,"$25,000",15000
1817,27,"$22,394","$604,639",0,"$25,000",15000
1818,35,"$18,494","$647,290",0,"$25,000",15000
1819,13,"$20,009","$260,113",0,"$25,000",15000
1820,11,"$18,320","$201,519",0,"$25,000",15000
1821,16,"$20,534","$328,537",0,"$25,000",15000
1822,15,"$21,197","$317,954",0,"$25,000",15000
1823,30,"$18,359","$550,766",0,"$25,000",15000
1824,23,"$18,716","$430,468",0,"$25,000",15000
1825,31,"$21,394","$663,224",0,"$25,000",15000
1826,16,"$18,928","$302,845",1,"$25,000",15000
1827,10,"$19,286","$192,858",0,"$25,000",15000
1828,12,"$18,842","$226,108",0,"$25,000",15000
1829,33,"$17,717","$584,661",1,"$25,000",15000
1830,45,"$19,634","$883,524",0,"$25,000",15000
1831,12,"$18,027","$216,325",1,"$25,000",15000
1832,18,"$19,182","$345,278",0,"$25,000",15000
1833,41,"$22,362","$916,859",0,"$25,000",15000
1834,19,"$22,151","$420,869",0,"$25,000",15000
1835,23,"$15,505","$356,622",1,"$25,000",15000
1836,17,"$17,129","$291,198",0,"$25,000",15000
1837,20,"$21,800","$436,007",0,"$25,000",15000
1838,12,"$20,565","$246,785",0,"$25,000",15000
1839,23,"$20,732","$476,833",0,"$25,000",15000
1840,12,"$21,882","$262,587",0,"$25,000",15000
1841,21,"$16,196","$340,111",0,"$25,000",15000
1842,23,"$22,169","$509,879",0,"$25,000",15000
1843,24,"$16,750","$402,004",1,"$25,000",15000
1844,17,"$18,352","$311,992",1,"$25,000",15000
1845,15,"$18,486","$277,296",1,"$25,000",15000
1846,22,"$21,954","$482,989",0,"$25,000",15000
1847,29,"$22,397","$649,526",0,"$25,000",15000
1848,41,"$20,703","$848,827",0,"$25,000",15000
1849,22,"$18,941","$416,707",0,"$25,000",15000
1850,15,"$19,334","$290,009",0,"$25,000",15000
1851,22,"$20,720","$455,842",0,"$25,000",15000
1852,11,"$19,781","$217,588",0,"$25,000",15000
1853,14,"$19,749","$276,490",0,"$25,000",15000
1854,12,"$19,570","$234,839",0,"$25,000",15000
1855,25,"$17,616","$440,397",1,"$25,000",15000
1856,22,"$21,112","$464,458",0,"$25,000",15000
1857,10,"$21,832","$218,318",0,"$25,000",15000
1858,15,"$16,149","$242,228",1,"$25,000",15000
1859,43,"$17,416","$748,897",0,"$25,000",15000
1860,27,"$16,730","$451,698",1,"$25,000",15000
1861,36,"$16,547","$595,691",1,"$25,000",15000
1862,12,"$16,451","$197,414",0,"$25,000",15000
1863,12,"$15,895","$190,740",1,"$25,000",15000
1864,16,"$19,486","$311,781",0,"$25,000",15000
1865,34,"$19,025","$646,838",0,"$25,000",15000
1866,18,"$17,340","$312,114",0,"$25,000",15000
1867,43,"$17,092","$734,950",1,"$25,000",15000
1868,31,"$19,641","$608,863",0,"$25,000",15000
1869,28,"$22,209","$621,860",0,"$25,000",15000
1870,19,"$21,116","$401,199",0,"$25,000",15000
1871,23,"$17,519","$402,946",1,"$25,000",15000
1872,19,"$16,141","$306,671",0,"$25,000",15000
1873,12,"$15,333","$183,990",1,"$25,000",15000
1874,10,"$17,717","$177,165",1,"$25,000",15000
1875,13,"$18,258","$237,359",1,"$25,000",15000
1876,25,"$16,919","$422,971",0,"$25,000",15000
1877,11,"$19,060","$209,657",1,"$25,000",15000
1878,14,"$17,952","$251,323",1,"$25,000",15000
1879,25,"$15,359","$383,963",1,"$25,000",15000
1880,20,"$21,707","$434,141",0,"$25,000",15000
1881,22,"$18,684","$411,050",0,"$25,000",15000
1882,20,"$19,300","$386,002",0,"$25,000",15000
1883,10,"$18,125","$181,253",1,"$25,000",15000
1884,33,"$21,244","$701,058",0,"$25,000",15000
1885,10,"$19,875","$198,752",0,"$25,000",15000
1886,14,"$17,270","$241,777",1,"$25,000",15000
1887,11,"$16,282","$179,102",1,"$25,000",15000
1888,13,"$19,977","$259,707",0,"$25,000",15000
1889,38,"$16,435","$624,514",1,"$25,000",15000
1890,23,"$21,895","$503,587",0,"$25,000",15000
1891,14,"$21,097","$295,355",0,"$25,000",15000
1892,22,"$16,174","$355,836",1,"$25,000",15000
1893,19,"$19,639","$373,150",0,"$25,000",15000
1894,11,"$18,276","$201,041",1,"$25,000",15000
1895,38,"$17,113","$650,301",1,"$25,000",15000
1896,33,"$19,122","$631,020",1,"$25,000",15000
1897,11,"$18,504","$203,548",1,"$25,000",15000
1898,14,"$21,964","$307,499",0,"$25,000",15000
1899,20,"$20,476","$409,514",0,"$25,000",15000
1900,15,"$22,078","$331,164",0,"$25,000",15000
1901,15,"$21,205","$318,080",0,"$25,000",15000
1902,29,"$17,074","$495,153",1,"$25,000",15000
1903,18,"$17,916","$322,491",1,"$25,000",15000
1904,19,"$16,662","$316,581",0,"$25,000",15000
1905,13,"$16,088","$209,150",1,"$25,000",15000
1906,21,"$18,036","$378,753",0,"$25,000",15000
1907,12,"$21,696","$260,355",0,"$25,000",15000
1908,16,"$16,082","$257,312",1,"$25,000",15000
1909,10,"$19,846","$198,461",0,"$25,000",15000
1910,30,"$16,828","$504,853",0,"$25,000",15000
1911,33,"$16,658","$549,700",1,"$25,000",15000
1912,17,"$20,164","$342,788",0,"$25,000",15000
1913,18,"$19,203","$345,662",0,"$25,000",15000
1914,12,"$19,345","$232,141",0,"$25,000",15000
1915,36,"$18,888","$679,985",1,"$25,000",15000
1916,35,"$15,844","$554,545",1,"$25,000",15000
1917,11,"$20,597","$226,571",0,"$25,000",15000
1918,13,"$22,069","$286,900",0,"$25,000",15000
1919,14,"$19,773","$276,823",0,"$25,000",15000
1920,12,"$18,892","$226,705",1,"$25,000",15000
1921,32,"$15,854","$507,339",1,"$25,000",15000
1922,15,"$16,035","$240,532",1,"$25,000",15000
1923,23,"$18,986","$436,671",0,"$25,000",15000
1924,11,"$20,017","$220,185",0,"$25,000",15000
1925,21,"$20,485","$430,183",0,"$25,000",15000
1926,15,"$17,150","$257,256",1,"$25,000",15000
1927,32,"$17,614","$563,657",0,"$25,000",15000
1928,20,"$15,846","$316,915",1,"$25,000",15000
1929,19,"$18,609","$353,572",0,"$25,000",15000
1930,11,"$21,239","$233,626",0,"$25,000",15000
1931,20,"$21,212","$424,239",0,"$25,000",15000
1932,33,"$20,371","$672,250",0,"$25,000",15000
1933,23,"$15,538","$357,368",1,"$25,000",15000
1934,17,"$16,914","$287,537",1,"$25,000",15000
1935,13,"$17,406","$226,281",1,"$25,000",15000
1936,32,"$15,393","$492,568",1,"$25,000",15000
1937,18,"$21,728","$391,109",0,"$25,000",15000
1938,11,"$15,040","$165,437",1,"$25,000",15000
1939,10,"$17,537","$175,366",0,"$25,000",15000
1940,20,"$20,650","$412,992",0,"$25,000",15000
1941,15,"$19,260","$288,900",1,"$25,000",15000
1942,32,"$15,513","$496,422",1,"$25,000",15000
1943,30,"$19,742","$592,265",0,"$25,000",15000
1944,18,"$19,259","$346,658",0,"$25,000",15000
1945,20,"$15,082","$301,639",1,"$25,000",15000
1946,10,"$16,425","$164,251",1,"$25,000",15000
1947,17,"$20,824","$354,010",0,"$25,000",15000
1948,12,"$21,642","$259,705",0,"$25,000",15000
1949,11,"$16,538","$181,921",0,"$25,000",15000
1950,32,"$20,190","$646,075",0,"$25,000",15000
1951,12,"$18,024","$216,293",0,"$25,000",15000
1952,14,"$15,544","$217,615",1,"$25,000",15000
1953,13,"$17,511","$227,647",0,"$25,000",15000
1954,10,"$18,295","$182,955",1,"$25,000",15000
1955,14,"$18,308","$256,310",1,"$25,000",15000
1956,18,"$20,922","$376,594",0,"$25,000",15000
1957,17,"$20,659","$351,199",0,"$25,000",15000
1958,10,"$19,603","$196,034",0,"$25,000",15000
1959,20,"$20,682","$413,643",0,"$25,000",15000
1960,16,"$20,007","$320,114",0,"$25,000",15000
1961,27,"$18,922","$510,888",0,"$25,000",15000
1962,24,"$18,939","$454,546",1,"$25,000",15000
